38,7
29,17
19,3
8,27
27,10
34,13
37,4
7,6
65,45
25,14
11,31
18,17
13,6
5,21
34,3
61,34
67,63
59,37
69,66
25,1
35,65
35,59
40,69
2,17
15,9
19,40
37,5
15,33
27,14
34,61
10,41
37,3
1,1
11,21
59,47
33,0
52,39
54,65
55,60
61,33
65,54
37,11
59,67
7,34
66,63
3,25
61,49
5,11
9,29
51,47
51,41
14,25
11,43
57,66
47,47
7,7
25,17
31,41
7,42
34,11
31,3
40,61
69,53
63,47
30,13
38,15
29,60
29,67
13,27
45,67
63,65
12,3
33,12
3,26
25,37
51,68
33,8
25,15
5,3
64,33
9,38
8,29
64,31
15,37
59,53
63,62
11,7
57,32
58,61
1,32
23,36
33,1
61,40
56,63
57,59
1,17
35,7
7,18
27,42
49,41
19,9
31,64
13,3
7,9
7,36
14,37
31,19
62,43
30,69
55,49
53,44
56,55
11,34
23,3
61,47
37,12
13,8
52,65
22,29
29,15
49,68
69,47
3,2
29,1
35,70
69,62
51,59
29,59
23,37
40,65
9,23
31,57
53,46
14,5
68,49
15,11
5,19
36,61
60,33
61,39
65,35
9,10
51,56
29,61
19,35
19,11
63,52
69,57
63,36
4,7
65,69
3,15
1,24
21,5
51,54
17,33
69,41
27,17
6,13
39,63
31,65
50,65
21,32
0,9
3,12
12,45
66,33
51,53
67,40
7,29
69,65
4,33
9,9
21,35
9,27
39,64
66,57
59,34
64,57
13,21
57,35
51,61
5,7
8,17
25,13
27,6
31,69
39,12
55,61
59,69
17,7
28,43
36,65
14,1
67,31
50,33
50,45
47,60
63,33
61,64
61,66
59,45
22,15
20,37
17,11
66,69
39,14
38,67
30,3
51,67
27,37
27,15
63,43
10,43
58,47
43,57
3,30
14,11
49,50
23,11
31,59
2,21
30,23
15,4
31,2
55,45
7,39
31,10
37,61
67,69
65,55
33,5
58,35
29,7
70,35
21,27
35,69
33,11
27,1
53,68
17,28
19,31
1,28
57,43
63,51
63,67
56,67
61,41
68,63
21,34
41,13
67,37
63,61
59,63
23,1
69,59
67,41
64,37
33,15
31,21
41,14
3,23
32,5
13,26
13,11
59,64
69,64
4,21
51,63
67,36
55,47
36,19
41,11
57,41
3,34
49,44
69,38
43,12
24,39
66,51
25,5
63,59
19,39
52,53
20,7
58,41
39,60
35,15
59,62
53,67
61,35
9,1
57,67
47,48
21,7
53,63
11,37
69,67
57,68
3,1
67,45
15,13
69,68
53,64
14,39
10,9
20,3
7,32
57,65
49,11
16,19
62,45
35,21
3,10
69,69
57,49
25,40
65,66
44,15
52,57
25,11
69,39
12,11
13,28
33,6
61,56
9,7
1,3
65,56
17,12
49,69
6,27
67,51
21,17
7,25
43,13
39,65
65,65
59,40
53,53
7,8
33,62
40,5
9,33
20,1
12,23
5,5
36,9
21,31
45,68
13,32
65,37
25,16
30,25
55,46
39,13
21,33
2,3
5,1
4,3
57,45
11,29
23,35
33,16
7,15
65,51
11,39
9,35
3,8
28,7
42,67
1,13
54,43
13,29
22,35
69,43
65,41
9,19
29,4
51,55
47,67
13,7
63,60
31,1
0,23
3,29
11,1
1,11
21,14
67,67
28,15
39,69
52,61
3,5
69,34
15,5
41,12
11,25
49,66
33,7
26,9
17,36
17,21
33,61
43,55
19,5
7,1
6,29
59,42
62,55
11,27
51,43
63,63
27,24
59,35
9,41
38,17
9,11
5,15
29,3
65,39
54,61
10,45
1,9
63,48
9,39
27,12
47,64
55,43
14,35
62,39
59,49
22,41
19,12
55,55
12,1
11,30
9,5
33,65
57,64
26,5
10,39
61,62
63,37
37,13
44,67
15,41
57,60
69,35
68,45
60,37
28,1
62,69
26,37
69,45
5,10
43,67
13,2
51,49
10,33
3,21
51,62
68,55
11,47
67,68
19,15
64,45
43,65
39,5
24,9
1,29
6,15
28,5
60,53
5,0
13,37
54,59
35,64
17,27
57,37
69,51
65,42
31,9
35,1
45,63
25,3
59,65
25,35
15,55
67,48
31,15
9,20
67,39
27,38
11,33
69,48
62,63
59,41
20,35
59,70
12,37
27,35
68,39
15,8
65,40
5,25
57,55
47,66
7,21
25,42
15,7
49,61
25,20
17,10
53,43
39,67
70,51
57,51
67,33
21,37
59,61
3,18
67,35
37,39
19,14
67,12
69,26
51,21
25,32
20,41
5,55
15,68
51,1
42,9
65,58
55,36
63,11
51,33
53,17
21,50
29,50
7,55
62,27
37,31
69,29
53,28
27,30
15,23
43,31
2,65
32,43
46,11
43,37
19,49
39,43
63,19
13,18
57,25
55,9
30,37
15,29
45,50
43,5
6,51
35,46
8,23
67,5
59,19
15,43
39,9
55,11
63,42
35,37
4,67
47,17
21,39
61,19
35,42
17,23
45,55
5,59
23,59
43,26
24,17
3,3
43,38
13,13
8,61
24,51
29,32
65,9
49,56
69,27
20,45
45,45
51,9
60,17
23,17
50,51
35,55
35,27
65,1
9,65
1,33
43,17
17,17
53,4
39,34
27,23
37,55
7,41
69,9
27,21
4,53
66,7
5,43
43,63
57,26
6,67
21,29
9,60
21,41
47,58
67,16
37,59
24,29
17,37
29,53
59,28
67,4
43,53
25,61
69,7
52,25
61,59
13,5
45,52
37,21
17,54
45,7
20,17
5,69
29,41
61,26
0,39
26,53
65,7
41,3
47,33
37,37
35,23
52,45
5,62
69,31
16,45
37,19
22,47
21,45
13,54
29,57
41,1
56,1
38,57
48,5
16,23
17,53
35,17
69,5
19,47
13,69
69,13
3,33
62,17
9,67
35,57
42,27
53,6
29,39
62,29
19,21
55,7
37,67
63,17
41,23
18,55
25,53
37,35
61,9
43,15
57,11
17,25
15,54
25,7
64,25
44,3
7,57
21,67
43,56
28,21
50,39
17,61
46,29
23,12
42,53
49,1
3,69
13,47
41,15
19,61
33,33
31,36
0,63
51,25
19,57
49,13
33,35
17,45
61,21
47,45
59,25
1,51
39,32
21,49
27,34
5,36
69,21
5,34
1,54
19,65
18,21
68,3
13,45
27,31
20,55
11,69
6,59
8,63
33,30
35,34
37,1
61,29
1,49
15,42
23,62
15,53
47,27
45,43
45,41
33,55
20,9
19,41
57,6
57,3
48,23
25,69
65,10
21,18
57,14
14,15
65,11
3,59
9,50
43,27
30,43
10,63
33,45
47,1
55,39
34,49
15,59
55,30
5,65
58,19
54,37
27,52
24,65
7,51
16,65
41,59
47,63
45,22
7,45
49,9
24,19
15,67
45,31
32,47
21,13
12,67
9,52
59,2
39,47
67,21
5,57
39,31
59,21
48,33
42,1
65,18
34,25
49,21
65,25
17,63
44,55
10,47
23,45
70,19
67,25
27,7
17,62
20,57
32,51
54,31
41,35
22,63
11,61
31,27
5,56
1,57
11,62
67,1
36,47
45,15
40,9
49,8
69,25
7,69
35,22
15,19
49,23
51,8
7,67
65,23
35,45
27,33
58,9
43,9
51,58
13,17
67,15
38,31
9,57
41,63
19,8
53,41
53,37
23,33
7,53
32,39
44,43
25,8
61,15
54,23
57,31
47,25
37,27
21,25
36,25
65,5
52,51
47,53
38,37
1,36
9,49
59,20
39,22
13,51
3,41
70,13
5,35
57,5
47,34
27,47
13,70
47,29
67,19
13,48
69,15
53,42
47,39
47,5
20,11
37,51
31,51
1,48
46,15
30,47
53,13
55,19
10,65
53,31
48,35
53,1
27,49
45,32
28,45
49,6
60,7
23,25
19,48
49,4
17,66
41,22
59,27
25,51
33,40
38,43
40,29
54,25
30,63
5,66
63,10
43,51
31,47
15,48
31,7
43,21
3,42
67,61
59,11
22,69
3,64
52,1
61,1
41,53
29,46
49,3
47,55
23,19
35,40
45,3
25,65
23,21
55,29
25,33
57,13
21,43
69,17
49,37
36,23
53,3
21,59
55,59
31,49
27,18
41,24
49,58
14,61
43,62
63,27
43,7
47,61
35,51
56,19
28,29
17,60
4,45
64,27
44,9
27,67
21,65
27,58
56,25
21,3
52,35
48,1
32,49
11,49
31,35
33,47
33,43
24,47
3,47
55,25
69,1
21,22
12,55
14,21
51,39
43,42
7,19
17,55
64,21
22,17
47,22
41,58
51,17
49,59
39,40
62,3
39,51
17,69
18,69
12,41
53,29
41,29
35,29
9,17
52,21
18,63
69,3
25,55
63,16
3,57
65,30
18,19
46,39
15,21
22,45
57,53
49,45
45,34
25,25
36,37
40,25
18,25
33,29
67,11
1,40
49,33
40,45
63,8
47,49
1,45
1,43
37,52
47,19
19,17
45,1
45,37
29,9
23,57
64,5
42,41
12,65
7,65
65,13
27,63
10,55
61,27
39,27
47,59
1,44
45,36
54,39
37,36
55,13
21,42
7,40
60,11
3,53
2,61
32,45
28,55
27,61
57,23
49,55
45,58
7,62
17,40
69,24
41,37
42,15
64,13
51,20
66,29
25,49
9,68
45,49
39,24
35,25
6,53
48,27
45,35
37,9
43,28
43,11
24,55
53,7
5,64
29,63
44,39
44,35
47,57
16,59
23,31
32,23
63,23
37,49
57,27
29,37
7,3
34,41
41,6
19,43
46,43
23,51
55,27
24,31
31,42
31,32
57,50
23,67
10,21
35,20
33,34
65,27
12,59
55,57
51,38
65,15
17,59
21,19
45,2
18,59
33,59
43,23
66,11
45,16
45,39
50,3
50,25
47,7
44,5
7,48
45,21
65,62
49,51
26,21
25,23
35,41
24,59
12,57
45,20
51,11
14,67
53,9
47,9
49,38
59,15
20,65
59,29
40,57
23,15
31,53
37,42
19,25
35,47
7,46
47,50
26,49
29,35
31,43
25,56
33,36
5,49
27,64
35,52
25,47
25,12
66,23
47,15
49,36
55,17
53,39
41,31
38,5
1,46
33,53
55,23
25,19
63,22
47,20
47,0
41,36
53,30
35,56
5,67
11,57
23,49
23,48
51,27
45,27
1,41
69,16
34,53
28,65
43,41
59,22
13,23
47,31
18,51
29,27
50,15
36,27
57,19
53,11
23,63
31,25
29,29
30,39
53,26
42,21
10,59
48,39
40,53
19,23
67,23
28,47
9,59
41,57
26,67
39,45
3,37
23,61
57,48
23,22
43,39
64,1
45,62
8,67
63,1
53,16
51,31
9,61
5,38
39,39
24,15
22,21
34,31
9,44
15,47
19,60
21,2
58,3
26,59
41,16
41,56
26,31
26,69
66,31
37,57
36,1
15,27
30,29
61,2
26,45
48,13
14,59
64,7
1,60
56,11
32,33
13,49
51,6
69,63
16,13
5,41
23,43
67,18
18,43
15,51
16,69
36,17
37,23
23,47
61,13
1,37
1,63
4,59
19,52
17,43
19,59
43,20
45,5
39,59
23,23
7,63
31,45
21,63
27,27
47,43
53,15
11,67
54,55
45,23
54,13
19,66
63,12
45,26
9,55
10,49
27,51
6,69
67,9
55,52
54,11
42,35
41,27
3,67
29,51
5,37
13,59
25,50
11,18
63,25
3,50
11,16
33,56
62,1
19,46
37,47
33,31
31,55
55,21
49,35
63,28
27,68
61,30
49,53
61,55
25,24
19,7
38,45
45,57
17,1
13,50
11,63
30,55
43,30
59,13
47,18
41,41
16,15
63,5
38,49
25,31
19,27
13,63
55,15
47,23
61,5
5,39
44,59
25,9
37,41
43,29
67,7
20,43
23,44
28,27
51,5
51,37
9,51
60,5
47,41
17,57
38,41
31,31
67,26
4,47
21,53
43,48
29,65
21,61
55,37
29,31
49,43
9,58
39,23
48,41
46,25
56,41
39,0
5,47
9,53
3,6
55,41
26,61
20,63
13,66
21,69
42,5
25,54
58,25
65,57
19,50
35,44
22,53
61,7
12,69
12,43
53,10
47,12
5,45
25,63
19,68
16,21
41,38
41,39
47,8
1,52
35,35
53,25
51,23
15,22
39,20
18,39
56,17
1,69
35,43
53,21
67,22
35,50
64,19
23,26
65,20
11,15
6,5
41,33
57,28
13,57
29,33
33,39
52,33
67,6
15,45
34,37
68,27
63,15
21,55
35,11
39,25
39,19
17,41
9,66
26,65
50,31
52,17
51,4
33,27
57,15
2,37
37,17
67,0
28,25
19,13
51,40
37,58
5,32
51,35
45,17
29,66
43,49
11,41
3,54
20,61
53,23
51,12
15,24
39,57
49,7
39,29
25,27
25,57
61,8
40,51
21,47
47,26
17,44
25,67
23,60
11,48
1,65
59,14
43,44
62,11
65,21
69,6
17,15
29,56
35,32
41,25
57,17
8,51
50,1
69,19
46,5
21,48
15,62
64,3
35,39
11,17
15,52
23,56
7,54
49,60
24,69
43,3
21,54
48,29
7,64
14,41
13,64
51,30
19,67
40,43
51,57
59,9
40,39
68,17
55,5
3,61
37,25
56,15
67,3
3,56
63,3
61,24
46,57
3,49
61,3
11,45
49,46
51,45
67,29
21,58
41,5
13,56
44,7
49,17
19,55
40,49
46,47
11,53
55,34
11,59
38,21
13,55
45,18
42,59
44,47
17,67
39,55
55,33
42,49
45,53
59,23
59,5
27,57
7,23
15,49
43,10
41,40
49,16
3,39
51,15
49,48
19,51
43,24
55,31
59,18
9,69
43,35
57,0
23,24
23,69
1,68
41,51
57,9
15,65
8,57
38,29
36,57
23,10
19,69
41,45
50,23
1,47
45,19
35,33
13,19
1,53
51,28
49,15
39,35
41,43
56,3
5,61
17,51
9,45
45,40
42,19
42,51
59,17
17,65
43,1
21,66
44,33
41,49
3,62
57,12
35,53
57,33
18,57
3,31
56,21
57,16
13,67
67,8
7,59
53,2
55,3
47,21
53,55
15,17
57,24
21,15
45,25
21,21
45,33
12,17
58,21
27,53
41,9
29,45
5,48
21,52
55,35
39,62
47,56
17,18
31,29
21,23
67,27
17,19
9,63
3,66
61,17
23,64
51,3
45,11
63,21
33,41
40,31
36,29
36,51
49,30
13,62
6,47
2,55
62,5
23,13
53,8
5,50
24,67
30,51
17,9
63,9
61,22
54,7
31,20
16,53
9,43
42,33
13,1
37,33
29,49
5,63
27,45
61,23
19,19
26,57
41,47
20,25
39,41
61,25
49,10
53,35
15,57
53,5
3,43
37,38
2,41
50,11
11,23
34,23
6,57
13,65
52,13
69,11
39,7
15,56
11,65
38,55
51,14
3,38
19,53
39,26
59,8
5,51
57,29
48,17
34,59
3,51
45,61
37,28
59,7
59,1
63,13
7,47
46,7
36,45
65,24
45,51
63,7
11,51
1,55
44,51
21,9
37,43
44,45
62,15
21,20
33,37
64,15
41,65
47,42
67,28
23,65
31,37
43,47
39,49
43,19
3,52
33,51
22,57
21,51
23,53
7,49
65,17
32,27
3,35
47,3
33,21
1,59
51,7
33,49
69,12
56,7
39,21
45,54
51,29
33,57
17,64
0,57
59,10
63,29
13,61
53,33
59,33
19,63
34,27
7,43
1,67
41,19
49,57
26,1
35,31
23,9
39,46
39,17
7,70
67,20
33,38
25,21
57,21
19,22
67,14
38,51
53,18
23,27
37,53
50,21
3,44
58,5
10,53
49,31
53,19
2,45
61,11
25,59
45,24
43,64
45,59
45,30
66,3
65,59
34,47
11,55
45,13
53,32
3,63
47,35
2,49
49,24
22,67
29,55
14,19
51,18
59,4
43,33
56,27
37,29
55,4
27,55
55,1
33,54
14,51
49,19
16,49
1,39
25,46
33,19
41,54
15,69
54,15
59,30
28,53
15,61
47,52
4,69
51,51
51,13
51,19
65,3
27,28
46,37
69,23
6,43
17,49
22,11
3,55
41,17
49,29
21,57
53,57
22,27
51,36
25,26
57,1
31,39
50,27
17,39
51,42
59,31
17,47
43,25
5,60
13,46
49,25
60,25
27,65
4,41
66,15
45,9
36,35
47,2
43,18
41,28
53,22
42,3
42,47
23,55
49,42
27,9
33,44
45,29
7,44
37,54
49,18
27,25
37,48
55,22
65,29
45,12
27,22
31,33
3,45
57,7
53,27
3,58
19,45
41,32
60,13
35,58
37,45
67,13
56,9
63,31
33,25
57,30
59,3
3,65
47,51
39,37
35,9
28,49
29,47
61,14
27,29
25,22
69,10
65,19
61,20
15,25
7,61
53,65
15,63
36,33
30,31
35,49
47,10
49,52
40,3
69,22
65,31
38,25
43,45
62,19
14,45
2,69
29,23
69,4
32,29
16,27
13,53
1,61
67,17
68,1
39,33
47,32
31,52
49,27
30,53
8,55
15,58
5,53
68,9
15,66
16,26
46,3
24,7
6,28
50,8
42,70
62,7
56,4
62,24
62,2
70,30
64,32
58,65
42,68
45,70
48,44
4,48
44,0
29,52
8,60
61,28
52,3
30,6
32,44
9,18
8,6
48,56
32,35
54,50
64,29
0,36
39,70
70,34
62,22
23,50
22,70
53,12
19,28
64,62
18,66
26,40
50,54
4,54
0,46
1,34
30,70
36,68
31,6
4,28
21,64
18,13
66,1
29,8
58,4
63,14
44,66
16,44
55,10
18,12
28,52
40,22
34,34
19,62
65,70
8,62
16,18
62,18
34,0
14,2
60,10
67,30
56,52
50,19
26,22
12,44
50,29
2,25
45,14
14,18
32,8
57,52
63,66
32,6
68,2
46,58
66,19
60,15
52,55
30,44
0,59
10,7
0,47
52,59
59,50
58,70
23,68
36,70
41,52
60,23
17,52
10,5
9,56
32,16
6,30
57,62
28,13
36,54
64,66
44,53
22,2
10,28
18,28
55,32
15,28
66,58
38,32
46,63
8,3
25,10
64,9
22,25
28,4
62,65
11,38
32,3
48,51
60,24
57,34
2,34
32,66
19,20
66,64
0,69
24,62
40,40
58,40
1,64
60,4
40,32
42,0
52,8
12,52
51,24
50,58
14,4
48,67
37,46
52,68
59,60
38,70
11,4
38,56
54,1
6,66
44,27
41,20
58,8
40,67
34,56
58,6
70,18
50,5
4,66
70,21
30,62
50,64
27,0
20,68
30,35
58,63
40,52
69,28
58,1
17,8
12,15
56,64
45,48
12,38
70,33
2,52
34,69
44,29
1,8
66,8
33,58
6,52
24,1
56,2
25,4
54,28
12,34
21,70
4,52
50,68
68,15
65,2
0,61
8,21
22,28
16,42
22,59
19,4
12,63
32,68
11,50
22,9
32,36
13,68
8,45
54,66
12,19
36,7
39,28
58,60
20,59
38,52
16,66
10,62
44,24
50,28
30,5
64,12
34,33
10,12
0,8
44,16
20,20
44,17
40,23
8,38
18,60
22,5
22,22
51,0
23,8
28,38
22,13
42,22
41,18
51,52
48,54
16,50
23,14
33,46
17,24
18,53
18,6
0,25
54,60
35,38
0,48
60,65
38,65
54,62
24,50
16,43
2,53
14,23
56,37
10,52
14,49
26,66
63,20
54,57
5,42
34,4
58,29
32,14
46,50
58,54
44,58
36,6
28,57
21,40
18,14
32,53
47,62
18,56
34,30
66,26
42,30
2,67
30,45
44,32
0,42
50,34
44,2
26,16
46,14
36,67
46,46
14,16
52,19
22,48
10,42
16,39
14,27
55,18
66,67
44,22
35,54
26,64
54,9
0,21
52,58
20,39
53,14
4,68
40,59
60,8
25,68
68,14
20,50
61,68
59,48
8,43
46,2
32,30
20,40
25,70
45,66
58,11
44,4
36,50
41,0
22,6
28,63
36,34
38,68
59,54
37,44
36,5
38,12
34,44
10,2
56,58
18,62
18,8
5,54
50,6
17,48
58,31
26,54
66,22
9,42
24,33
0,45
64,67
0,32
58,62
28,42
47,70
30,28
0,19
40,48
29,20
52,46
52,50
60,63
60,56
66,59
60,6
10,22
58,10
34,9
18,24
16,24
24,13
24,48
35,36
8,19
22,46
41,2
48,66
35,62
28,39
2,42
11,44
62,16
37,6
0,37
14,0
4,38
16,11
18,50
29,26
8,48
64,16
7,52
36,69
63,56
6,49
68,11
62,32
3,60
55,14
6,65
7,58
60,32
40,0
10,54
54,52
55,12
66,56
64,54
21,6
34,10
44,49
0,68
13,58
36,3
31,28
56,60
64,26
55,64
42,64
50,20
10,20
14,63
60,12
34,50
27,60
36,30
50,38
68,58
61,18
14,42
34,29
56,65
63,0
12,18
39,56
6,70
62,28
28,67
54,32
26,0
32,67
38,39
8,53
16,67
28,31
12,21
26,13
16,30
31,50
34,39
15,10
67,46
51,2
6,36
35,2
56,12
9,24
18,68
36,46
12,61
70,28
4,70
15,50
68,68
34,57
40,38
33,32
58,68
18,20
58,0
48,64
16,29
37,50
48,3
28,34
40,27
58,66
36,2
35,28
44,68
66,70
62,56
68,59
53,58
68,29
60,68
4,60
8,58
58,67
65,26
11,6
65,0
17,70
10,69
28,51
49,34
61,48
28,44
49,28
49,62
26,35
54,63
50,53
7,28
0,66
44,57
46,60
15,30
30,61
16,17
30,33
48,42
22,54
2,39
44,70
18,47
18,9
64,61
50,60
18,58
28,48
24,57
0,54
59,6
6,61
12,16
68,31
42,26
16,61
50,50
46,12
10,38
14,20
22,43
39,68
36,42
14,64
56,51
46,52
32,26
25,52
38,53
36,66
60,50
60,66
15,14
48,53
31,34
55,50
42,46
15,18
46,70
4,57
55,16
65,8
36,52
20,14
58,16
43,60
20,23
68,64
68,7
53,52
14,47
42,2
0,7
16,3
2,58
36,28
52,6
24,11
31,54
56,20
20,27
2,50
62,23
28,30
51,64
8,40
36,63
8,28
16,40
36,41
13,4
58,13
50,47
4,2
34,68
40,35
34,14
30,49
31,22
50,24
13,36
22,16
68,19
52,48
1,58
56,28
34,26
2,62
16,56
22,50
44,37
49,20
14,33
4,39
36,14
29,44
26,44
20,12
42,25
16,20
70,56
38,30
10,44
67,34
58,52
10,16
64,55
52,10
20,64
14,40
60,67
56,24
62,50
70,37
11,64
16,0
69,50
56,66
6,45
11,14
8,2
11,26
34,21
27,44
52,41
15,46
66,18
21,8
15,2
34,7
68,6
52,20
46,30
22,51
54,17
62,34
60,38
63,30
22,0
21,24
38,2
24,37
49,2
53,50
42,58
66,49
15,70
58,24
37,0
52,32
46,6
2,14
9,54
60,29
8,12
57,22
20,4
42,4
49,40
0,10
48,15
35,14
6,33
52,66
60,14
6,21
38,0
70,54
40,66
56,53
40,50
26,2
54,44
64,46
24,16
8,35
48,25
62,8
16,6
58,39
26,50
49,12
66,6
25,58
34,22
0,35
14,14
63,26
16,10
34,43
8,8
44,44
32,63
17,42
55,26
22,68
48,47
64,59
23,54
58,20
65,28
11,36
42,6
15,60
40,12
2,4
30,65
50,55
12,40
46,36
27,4
2,46
30,68
36,13
0,64
67,50
9,28
12,42
63,32
40,62
7,16
68,26
18,7
70,24
24,14
28,59
20,2
30,34
53,34
62,64
1,38
30,41
8,32
68,10
23,40
2,8
62,20
56,46
5,30
4,26
0,60
29,34
48,43
0,5
31,30
55,2
59,24
23,20
65,32
20,0
1,30
68,70
45,8
2,32
23,58
34,51
7,50
34,35
42,60
12,50
24,8
23,42
66,54
38,22
16,57
68,54
16,35
8,30
70,50
4,10
70,42
38,11
14,36
16,36
62,9
30,40
6,25
1,2
47,36
5,68
32,62
52,12
31,40
52,14
40,34
48,6
32,38
65,6
16,4
48,24
14,32
2,1
14,12
18,45
43,34
58,32
46,18
49,32
14,46
8,36
58,7
56,62
40,26
47,38
44,42
50,7
31,56
11,20
24,24
44,19
17,20
38,1
32,2
0,16
24,46
14,57
41,50
60,18
56,14
26,12
36,12
11,0
69,2
12,6
64,10
28,10
60,69
56,0
4,9
70,17
24,54
2,0
56,30
56,16
30,30
62,60
16,47
42,16
70,53
52,9
38,36
20,8
4,36
61,38
36,21
53,56
14,50
54,8
22,38
27,62
66,53
8,44
43,0
38,20
37,60
18,23
63,18
11,66
60,36
52,69
35,0
66,21
50,52
70,27
10,24
19,38
63,64
30,50
14,17
0,44
59,36
32,32
62,4
20,52
15,40
43,22
32,60
24,64
41,70
42,39
12,24
48,57
54,48
29,64
17,26
34,67
12,7
64,34
50,48
60,19
65,68
4,65
42,31
11,58
11,52
70,6
64,70
6,10
0,28
38,35
48,26
15,26
12,27
50,41
30,18
15,0
4,8
38,69
16,12
26,58
22,8
60,41
10,29
70,48
25,28
5,52
66,50
12,29
0,34
70,68
9,26
38,42
55,44
66,27
7,14
4,64
60,40
54,40
56,59
52,24
54,47
44,10
22,61
1,66
24,42
28,32
15,12
68,67
57,20
28,60
5,58
40,47
29,48
6,58
25,44
24,32
18,16
36,58
60,1
0,38
33,42
50,46
34,45
2,38
68,21
20,21
14,34
44,48
0,22
57,42
54,38
24,49
68,13
51,50
12,46
55,56
22,49
64,40
50,16
8,59
56,61
14,28
30,56
48,9
56,32
22,44
39,44
19,18
69,20
7,66
56,68
25,6
3,20
40,60
60,58
62,38
38,9
30,22
58,50
